timestamp,code,component,instance,job,resource,scope,subresource,verb,version,timestamp,apiserver_request_rate,layer,unit,treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,status,PUT,v1,1768496788.187,0.21818181818181817,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,status,PUT,v1,1768496818.187,0.14545454545454545,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,GET,v1,1768496698.187,0.03636363636363636,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,GET,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,GET,v1,1768496758.187,0.03636363636363636,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,GET,v1,1768496788.187,0.03636363636363636,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,GET,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,PUT,v1,1768496698.187,0.19999999999999998,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,PUT,v1,1768496728.187,0.16363636363636364,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,PUT,v1,1768496758.187,0.09090909090909091,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,PUT,v1,1768496788.187,0.18181818181818182,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,daemonsets,resource,,PUT,v1,1768496818.187,0.14545454545454545,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,LIST,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,LIST,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,LIST,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,LIST,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,LIST,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,WATCH,v1,1768496698.187,0.05454545454545454,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,WATCH,v1,1768496728.187,0.05454545454545454,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,WATCH,v1,1768496758.187,0.01818181818181818,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,WATCH,v1,1768496788.187,0.03636363636363636,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,cluster,,WATCH,v1,1768496818.187,0.01818181818181818,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,LIST,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,LIST,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,LIST,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,LIST,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,LIST,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,WATCH,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,WATCH,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,WATCH,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,WATCH,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,namespace,,WATCH,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,scale,GET,v1,1768496698.187,0.18181818181818182,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,scale,GET,v1,1768496728.187,0.18181818181818182,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,scale,GET,v1,1768496758.187,0.18181818181818182,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,scale,GET,v1,1768496788.187,0.18181818181818182,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,scale,GET,v1,1768496818.187,0.18181818181818182,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,status,PUT,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,status,PUT,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,status,PUT,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,status,PUT,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,status,PUT,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,DELETE,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,DELETE,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,DELETE,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,DELETE,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,DELETE,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,GET,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,GET,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,GET,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,GET,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,GET,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PATCH,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PATCH,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PATCH,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PATCH,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PATCH,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PUT,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PUT,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PUT,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PUT,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,deployments,resource,,PUT,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,LIST,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,LIST,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,LIST,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,LIST,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,LIST,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,WATCH,v1,1768496698.187,0.01818181818181818,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,WATCH,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,WATCH,v1,1768496758.187,0.01818181818181818,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,WATCH,v1,1768496788.187,0.03636363636363636,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,cluster,,WATCH,v1,1768496818.187,0.01818181818181818,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,namespace,,LIST,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,namespace,,LIST,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,namespace,,LIST,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,namespace,,LIST,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,namespace,,LIST,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,status,PUT,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,status,PUT,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,status,PUT,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,status,PUT,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,status,PUT,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,DELETE,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,DELETE,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,DELETE,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,DELETE,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,DELETE,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,GET,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,GET,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,GET,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,GET,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,GET,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,PUT,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,PUT,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:05:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,PUT,v1,1768496758.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,PUT,v1,1768496788.187,0.0,cluster,requests_per_second,Treatment
2026-01-15 17:06:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,replicasets,resource,,PUT,v1,1768496818.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:04:58.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,statefulsets,cluster,,LIST,v1,1768496698.187,0.0,cluster,requests_per_second,NoTreatment
2026-01-15 17:05:28.187000036+00:00,200,apiserver,130.149.158.130:6443,kubernetes-apiservers,statefulsets,cluster,,LIST,v1,1768496728.187,0.0,cluster,requests_per_second,Treatment
